desc	dist_to_obj	dist_to_recep	dist_obj_to_recep	agent_facing	intent
pick up the book off of the coffee table walk up to the couch behind you	0.4	1.89	1.91	0.08	15
pick up the book off of the coffee table walk up to the couch behind you put the book on the seat of the couch	0.3	1.89	1.99	-0.38	14
walk up to the couch behind you put the book on the seat of the couch	0.0	1.82	0.39	-0.15	8
move a book from a coffee table to a sofa	1.33	2.91	1.89	0.7733	5
move a book from a coffee table to a sofa	1.33	1.33	0.42	0.7733	9
move a book from a coffee table to a sofa	0.07	1.89	2.03	0.75	7
move a book from a coffee table to a sofa	0.03	0.04	0.27	-0.24	13
place book on couch	1.33	2.91	1.89	0.7733	5
place book on couch	1.33	1.33	0.48	0.7733	9
place book on couch	0.34	1.89	2.04	0.76	7
place book on couch	0.37	0.13	0.19	0.53	10
place a book on a couch	1.33	2.91	1.89	0.7733	5
place a book on a couch	1.33	1.33	0.49	0.7733	9
place a book on a couch	0.16	1.89	1.85	0.39	14
place a book on a couch	0.3	0.18	0.49	-0.65	13
turn around walk forward slightly then turn right and walk to the empty box on the chair then turn right and walk to the book on the coffee table	-1	-1	-1	0.7733	0
pick up the book from the coffee table	0.35	-1	-1	0.64	1
turn around towards the sofa	-1	1.89	-1	1	0
put the book on the sofa to the left of the pillow	-1	0.37	-1	0.75	2
turn right go around coffee table to book on coffee table	-1	-1	-1	0.7733	0
pick up book from coffee table	0.15	-1	-1	-0.67	11
turn around face couch	-1	1.89	-1	1	0
place book on couch to the left of pillow on couch	7.76	0.17	3.62	0.86	2
turn around head to the chair on the right and walk to the front of the wooden coffee table on the right	-1	-1	-1	0.7733	0
pick up the green book from the left side of the coffee table	0.46	1.21	-1	0.7	1
turn around to face the gray couch	-1	1.89	-1	1	0
put the book on the left side of the middle cushion of the couch	4.49	0.24	1.62	0.74	2
turn around walk forward slightly then turn right and walk to the empty box on the chair then turn right and walk to the book on the coffee table pick up the book from the coffee table	1.33	-1	-1	0.7733	3
turn around walk forward slightly then turn right and walk to the empty box on the chair then turn right and walk to the book on the coffee table pick up the book from the coffee table turn around towards the sofa	1.33	2.91	1.89	0.7733	4
turn around walk forward slightly then turn right and walk to the empty box on the chair then turn right and walk to the book on the coffee table pick up the book from the coffee table turn around towards the sofa put the book on the sofa to the left of the pillow	1.33	2.91	1.89	0.7733	5
pick up the book from the coffee table turn around towards the sofa	0.34	1.89	1.79	-0.75	15
pick up the book from the coffee table turn around towards the sofa put the book on the sofa to the left of the pillow	0.31	1.89	1.72	-0.78	14
turn around towards the sofa put the book on the sofa to the left of the pillow	0.0	1.82	6.08	-0.01	8
turn right go around coffee table to book on coffee table pick up book from coffee table	1.33	-1	-1	0.7733	3
turn right go around coffee table to book on coffee table pick up book from coffee table turn around face couch	1.33	2.91	1.89	0.7733	4
turn right go around coffee table to book on coffee table pick up book from coffee table turn around face couch place book on couch to the left of pillow on couch	1.33	2.91	1.89	0.7733	5
pick up book from coffee table turn around face couch	0.45	1.89	2.05	-0.9	15
pick up book from coffee table turn around face couch place book on couch to the left of pillow on couch	0.1	1.89	1.95	0.34	14
turn around face couch place book on couch to the left of pillow on couch	0.0	2.04	7.62	-0.67	8
turn around head to the chair on the right and walk to the front of the wooden coffee table on the right pick up the green book from the left side of the coffee table	1.33	-1	-1	0.7733	3
turn around head to the chair on the right and walk to the front of the wooden coffee table on the right pick up the green book from the left side of the coffee table turn around to face the gray couch	1.33	2.91	1.89	0.7733	4
turn around head to the chair on the right and walk to the front of the wooden coffee table on the right pick up the green book from the left side of the coffee table turn around to face the gray couch put the book on the left side of the middle cushion of the couch	1.33	2.91	1.89	0.7733	5
pick up the green book from the left side of the coffee table turn around to face the gray couch	0.48	1.89	2.05	-0.41	15
pick up the green book from the left side of the coffee table turn around to face the gray couch put the book on the left side of the middle cushion of the couch	0.17	1.89	2.0	-0.1	14
turn around to face the gray couch put the book on the left side of the middle cushion of the couch	0.0	1.83	1.44	-0.22	8
move the book from the table by the window to the sofa	4.73	3.5	3.33	0.9213	5
move the book from the table by the window to the sofa	4.73	4.73	0.25	0.9213	9
move the book from the table by the window to the sofa	0.15	3.33	3.35	0.94	7
move the book from the table by the window to the sofa	0.18	0.21	0.19	0.01	13
robot should move the book to the couch	4.73	3.5	3.33	0.9213	5
robot should move the book to the couch	4.73	4.73	0.07	0.9213	9
robot should move the book to the couch	0.06	3.33	3.41	-0.75	14
robot should move the book to the couch	0.03	0.45	0.27	-0.31	13
move a book from a table to a sofa	4.73	3.5	3.33	0.9213	5
move a book from a table to a sofa	4.73	4.73	0.13	0.9213	9
move a book from a table to a sofa	0.46	3.33	3.17	0.94	7
move a book from a table to a sofa	0.16	0.43	0.02	-0.68	13
turn right walk to the grey sofa turn left walk to the table at the end	-1	-1	-1	0.9213	0
grab the book on the table	0.01	-1	-1	0.82	1
turn around walk to the grey sofa on the left	-1	3.33	-1	1	0
put the book on the sofa	-1	0.14	-1	0.81	2
turn to your right walk straight turn left when you get to the couch walk straight until you get to the table	-1	-1	-1	0.9213	0
pick up the book on the table	0.49	-1	6.68	-0.52	11
turn to your right turn to your right walk forward until you get to the end of the couch	-1	3.33	-1	1	0
put the book on the couch	5.48	0.14	-1	0.52	2
walk to the book on the table by the window	-1	-1	-1	0.9213	0
pick up the book from the table	0.37	-1	6.35	0.19	11
turn around and walk to the sofa on the left	-1	3.33	-1	1	0
put the book on the sofa	3.35	0.28	-1	-0.19	12
turn right walk to the grey sofa turn left walk to the table at the end grab the book on the table	4.73	-1	-1	0.9213	3
turn right walk to the grey sofa turn left walk to the table at the end grab the book on the table turn around walk to the grey sofa on the left	4.73	3.5	3.33	0.9213	4
turn right walk to the grey sofa turn left walk to the table at the end grab the book on the table turn around walk to the grey sofa on the left put the book on the sofa	4.73	3.5	3.33	0.9213	5
grab the book on the table turn around walk to the grey sofa on the left	0.31	3.33	3.24	0.94	6
grab the book on the table turn around walk to the grey sofa on the left put the book on the sofa	0.26	3.33	3.42	0.98	7
turn around walk to the grey sofa on the left put the book on the sofa	0.0	3.19	5.62	0.6	8
turn to your right walk straight turn left when you get to the couch walk straight until you get to the table pick up the book on the table	4.73	-1	-1	0.9213	3
turn to your right walk straight turn left when you get to the couch walk straight until you get to the table pick up the book on the table turn to your right turn to your right walk forward until you get to the end of the couch	4.73	3.5	3.33	0.9213	4
turn to your right walk straight turn left when you get to the couch walk straight until you get to the table pick up the book on the table turn to your right turn to your right walk forward until you get to the end of the couch put the book on the couch	4.73	3.5	3.33	0.9213	5
pick up the book on the table turn to your right turn to your right walk forward until you get to the end of the couch	0.35	3.33	3.22	0.92	6
pick up the book on the table turn to your right turn to your right walk forward until you get to the end of the couch put the book on the couch	0.3	3.33	3.34	0.42	14
turn to your right turn to your right walk forward until you get to the end of the couch put the book on the couch	0.0	3.24	1.51	0.95	8
walk to the book on the table by the window pick up the book from the table	4.73	-1	-1	0.9213	3
walk to the book on the table by the window pick up the book from the table turn around and walk to the sofa on the left	4.73	3.5	3.33	0.9213	4
